"","mc_critic_score","mc_critic_num","mc_audience_score","mc_audience_num","imdb_score","imdb_reviews"
"706",44,24,7,232,6.7,101767
"707",60,33,7.3,143,7.5,73105
"708",60,29,6.7,183,6.3,77567
"709",NA,NA,NA,NA,7.2,977
"710",NA,NA,NA,NA,NA,NA
"711",44,31,6.4,41,6.1,9532
"712",NA,NA,NA,NA,5.1,556
"713",31,26,4.9,43,5.8,19504
"714",51,36,6.7,252,7.1,208335
"715",55,31,6.2,42,6.9,34393
"716",58,31,6.3,126,6.4,62736
"717",82,48,8.1,1062,7.6,354640
"718",45,28,5.5,52,6.3,41081
"719",43,29,6.2,393,6.3,213464
"720",77,37,7,63,6.7,14239
"721",42,28,6,101,6.6,102308
"722",36,35,5.2,209,5.7,58433
"723",66,35,7,61,6.8,18039
"724",25,11,2.2,9,6.1,916
"725",57,4,6.3,18,6.5,6424
"726",59,49,6.8,2078,7,564123
"727",66,49,7,2722,7.3,714058
"728",94,55,8.7,2073,8.1,583132
"729",67,50,6.8,1023,7.2,350227
"730",72,48,6.7,1045,7.3,424154
"731",56,35,5.6,489,6.4,205516
"732",67,47,7.5,426,6.9,153553
"733",75,46,7.9,875,7.4,330546
"734",63,39,6,323,6.4,137815
"735",64,44,8.1,1933,7.3,545933
"736",55,31,7.1,297,6.6,89407
"737",46,46,2.9,1132,4.1,290610
"738",62,27,6.6,315,6,46739
"739",72,41,7.6,445,7.9,173962
"740",43,42,5.6,435,6,204642
"741",90,51,8.6,4016,8.1,842496
"742",42,40,5.5,394,6.2,210614
"743",60,50,8,1632,7.7,573535
"744",75,40,4.9,804,7,223836
"745",75,45,5.6,412,6.2,126526
"746",60,47,6.5,515,6.4,167986
"747",34,43,4.3,215,6,117814
"748",38,41,5.9,1304,6.4,252158
"749",26,30,4.6,321,6,173936
"750",48,38,6.2,363,6.3,177842
"751",27,37,5.1,561,5.5,127206
"752",77,38,7.9,287,7.2,93344
"753",73,49,8.1,830,8,658603
"754",13,16,2.5,282,4.4,33027
"755",26,11,5.5,73,6.5,12769
"756",60,41,5.6,114,5.6,50681
"757",59,46,7,1238,7.4,459761
"758",55,34,6.2,351,6.2,108969
"759",35,27,3.2,186,6.6,69316
"760",69,41,6,408,5.9,128610
"761",68,43,7.6,460,6.9,163082
"762",34,33,6.3,224,6.1,94344
"763",36,13,6.4,60,5.6,9505
"764",27,40,2.6,925,4.3,146746
"765",56,42,6.2,271,6.6,208350
"766",59,48,6.5,301,7.2,140314
"767",57,42,7.8,397,7.4,210780
"768",52,26,6.6,226,6.1,89390
"769",81,52,7.2,429,7.5,81376
"770",47,27,3.6,253,4.9,53748
"771",40,40,4.4,693,5.3,174076
"772",56,40,7.5,559,7.3,258160
"773",60,32,7.3,80,7.4,34013
"774",47,33,6,157,6.2,101413
"775",77,31,8.4,534,7,132598
"776",64,39,7,354,7.1,190746
"777",47,25,6.1,43,6.7,25145
"778",51,32,7.2,188,7.2,148463
"779",33,30,5.1,76,7.1,74144
"780",30,33,5.3,108,4.7,36888
"781",31,36,4.1,131,5.1,46993
"782",56,28,6.7,113,6.5,79937
"783",51,31,7.1,105,7.3,51717
"784",51,36,6,63,6.6,30404
"785",59,30,5.3,273,5.5,65780
"786",38,40,5.2,159,6.6,74362
"787",56,34,6.3,174,6.3,92436
"788",41,39,7.2,838,6.8,223609
"789",66,37,7.6,553,6.5,125443
"790",51,30,5.7,47,6.3,23583
"791",33,38,5.1,130,5.3,32966
"792",32,17,5.9,165,5.3,46017
"793",34,22,6.5,256,6,91835
"794",38,33,6.3,158,6.8,74969
"795",54,36,6.4,83,5.9,21884
"796",42,23,4.3,80,4.8,25872
"797",59,34,8,312,6.6,98857
"798",31,29,4.8,101,5.2,39864
"799",78,42,8,1305,7.7,455377
"800",64,46,6.3,952,6.6,399832
"801",30,22,6.2,145,4.2,18762
"802",28,27,4.2,295,5.7,83615
"803",47,25,5.4,157,6.4,74244
"804",45,30,7.4,36,6.6,11340
"805",40,36,4.3,130,5.4,59695
"806",81,30,8.5,235,7.3,35777
"807",72,41,7.9,236,7.5,123156
"808",30,13,3.8,99,4.6,23940
"809",76,47,7.2,229,7.1,116126
"810",87,58,8.2,1754,7.7,558571
"811",74,38,8,883,7.8,396056
"812",82,45,7.1,475,7.2,148045
"813",67,35,7.5,147,6.9,60099
"814",72,37,7.5,161,7.2,79153
"815",30,32,4.1,167,5.5,69207
"816",72,21,7.4,18,7.3,3601
"817",32,24,4.8,102,5.2,37989
"818",55,40,5.4,107,6,63332
"819",83,37,7.7,1162,6.8,199596
"820",50,31,6.2,204,6.1,81690
"821",22,6,4.7,37,6.1,6895
"822",72,47,7.8,530,7.7,385369
"823",80,40,8.1,137,7.4,34628
"824",25,20,5.2,70,5.8,9795
"825",29,31,3.6,110,5.1,35961
"826",34,30,8.7,388,6.5,86471
"827",71,40,7.4,63,7.1,43301
"828",39,41,4.5,78,5.8,37880
"829",32,26,4.2,57,5.4,31025
"830",70,41,7.4,234,7.3,116031
"831",53,31,6.6,196,6.7,76456
"832",52,43,4.8,387,6,156320
"833",NA,NA,NA,NA,5.8,883
"834",74,46,8.5,4311,8.6,1419491
"835",62,40,7.3,207,7,82426
"836",NA,NA,NA,NA,7.3,19660
"837",51,37,5.4,131,5.4,50715
"838",27,21,3.4,215,5.5,64780
"839",77,44,6.5,109,6.3,45009
"840",38,19,4.6,105,5.3,36720
"841",53,35,6.5,45,6.1,19917
"842",81,43,7.3,406,6.7,90816
"843",74,40,8.1,199,7.7,119136
"844",30,24,6.3,58,7.4,21743
"845",24,11,3.4,115,6.3,50117
"846",36,28,5.5,125,6,50510
"847",79,44,7,204,7,64068
"848",58,31,6.7,67,7,29181
"849",81,49,7.1,397,7,131114
"850",28,9,2.8,12,4.8,3298
"851",50,40,6,74,6.3,60213
"852",81,37,6.9,155,6.4,25357
"853",53,43,6.7,107,6.6,56054
"854",32,17,6.3,113,6.3,43219
"855",46,32,5.1,85,6.2,34685
"856",29,35,3.7,34,5.5,10303
"857",40,36,6,211,6.3,153142
"858",36,19,5,13,5.4,6307
"859",65,29,7.4,99,7,38001
"860",34,16,6.8,13,7.2,5645
"861",42,16,2.8,60,4.1,7130
"862",87,26,9,741,8.5,1005812
"863",79,49,8.2,1434,8.1,820153
"864",87,35,6.5,123,6.9,28593
"865",76,31,7.8,87,7.1,28881
"866",54,28,5.9,101,6.2,39436
"867",36,36,5.6,334,5.6,125147
"868",100,50,7.6,2366,7.9,327995
"869",64,40,7.5,214,7.2,93313
"870",67,27,7.3,170,7.3,62593
"871",NA,NA,NA,NA,5,10412
"872",64,47,7.3,746,7.6,409557
"873",76,45,8.6,1214,7.8,440607
"874",61,37,6.9,150,6.8,53019
"875",57,34,6.8,627,6.8,405005
"876",76,53,8.5,3182,8,1013627
"877",88,48,8.5,1314,8.1,677923
"878",68,40,8.1,1384,7.4,510652
"879",57,41,6.9,408,7.2,320662
"880",48,39,7.1,263,7.4,171116
"881",73,25,6.6,54,6.9,14783
"882",24,16,5.2,81,4.6,22519
"883",29,26,5.3,67,6.7,63665
"884",NA,NA,NA,NA,NA,NA
"885",70,48,8.5,2310,7.7,711167
"886",83,43,8.3,1399,7.7,316891
"887",32,38,4.4,1072,5.6,292714
"888",56,44,6.8,708,7,332568
"889",75,44,8.3,2159,8,645368
"890",79,48,8.2,1271,7.6,403702
"891",53,50,6.4,1618,6.6,406025
"892",62,48,6.8,1661,6.4,367284
"893",71,46,8,827,7,335903
"894",31,33,5.1,630,5.8,197270
"895",76,44,8.4,719,7.8,295276
"896",48,38,6,643,6.7,415011
"897",68,45,6.3,452,6.3,278096
"898",75,48,7.5,1390,7.4,555066
"899",41,34,5.6,173,6.2,99319
"900",49,34,6.1,184,6.3,76836
"901",61,45,7,1095,6.4,428454
"902",60,44,7.5,384,7.5,259019
"903",69,45,7.4,476,7.7,332701
"904",59,34,6.6,204,6.8,60198
"905",48,34,6,604,6.2,274384
"906",68,46,5.4,788,5.8,238087
"907",71,43,8.6,1740,7.9,578849
"908",56,41,7,400,6.9,244527
"909",47,27,4.5,102,5.8,25222
"910",39,36,3,170,4.9,46415
"911",37,27,5,385,5.4,134893
"912",39,35,5.3,166,6,127902
"913",90,47,7.3,1323,7.2,436638
"914",30,23,6.4,179,6.4,125171
"915",52,43,5.4,234,6.1,121729
"916",75,47,6.8,2116,8.2,1118836
"917",47,25,6.3,321,6,142493
"918",50,32,6.4,318,6.4,133014
"919",38,30,4.1,34,5.8,19352
"920",37,28,4.4,100,5.7,25752
"921",16,6,3.4,387,4.7,39469
"922",37,25,4.1,122,5.7,18101
"923",48,29,4.8,55,6,16103
"924",52,41,6.2,669,6.1,212198
"925",66,44,7.8,1708,7.8,586450
"926",40,30,6.4,429,6.3,172541
"927",55,36,7,105,7.3,73972
"928",26,17,4.4,68,5.6,17399
"929",61,37,6.3,148,6.4,30538
"930",38,22,7.8,504,4.5,46346
"931",57,36,5.9,229,6.2,119489
"932",46,36,5.8,148,6.7,112810
"933",62,30,6,61,6.1,22067
"934",44,32,5.2,184,5.8,63079
"935",54,44,6.7,96,6.8,31973
"936",31,33,5.3,243,6.5,113781
"937",47,33,6.2,230,6.5,109348
"938",39,38,6.5,498,6.4,159940
"939",44,43,5.2,348,6.1,167186
"940",58,27,5.3,34,6.4,8060
"941",35,36,5.8,340,6.1,164304
"942",65,46,7.6,306,7.5,147576
"943",53,31,5,76,5.8,18046
"944",36,36,3,214,5.1,104965
"945",58,45,7.1,213,7.2,82537
"946",56,38,7.1,77,7,42463
"947",61,40,6.3,435,6.3,163882
"948",44,39,6.6,89,6.6,69432
"949",42,19,5,194,5,38788
"950",68,36,7.7,314,7.3,187212
"951",71,44,7,76,6.9,19959
"952",40,30,5.7,123,6.2,85033
"953",40,32,6,124,6.2,68086
"954",41,24,6.9,35,6.7,14975
"955",76,49,7.9,1460,7.5,597899
"956",54,33,6.7,75,6.8,51672
"957",61,28,3.4,608,6.5,113016
"958",54,39,7.5,575,7.3,285902
"959",57,36,6.4,182,6.5,109744
"960",36,33,5.5,112,6.1,95672
"961",38,32,5.6,92,6.3,61636
"962",90,47,8.6,1638,8,514307
"963",30,32,4.3,51,6.3,39488
"964",39,33,5.2,214,5.5,104229
"965",42,45,6.1,398,6.3,211929
"966",38,23,6.3,173,6.2,72459
"967",77,42,7.9,220,7.6,91880
"968",40,28,5.5,85,5.7,38942
"969",96,49,7.8,3455,7.7,748237
"970",30,20,4.4,238,5.1,77083
"971",22,19,2.1,189,4.2,51676
"972",96,57,8,1510,8.1,615840
"973",68,20,7.1,33,7.4,6311
"974",32,9,2.3,25,5.2,8558
"975",17,16,3.7,118,4.7,19129
"976",73,42,7.1,160,6.8,70534
"977",62,39,8.2,256,7.4,137640
"978",31,16,2.6,31,5.3,5701
"979",34,18,2.7,74,4.1,15857
"980",38,31,6.1,20,5.8,12328
"981",45,17,5.2,41,6,31694
"982",28,21,6.2,410,6.3,142169
"983",15,11,5.9,121,5.4,6434
"984",12,25,2.5,175,3.1,35814
"985",46,38,8,624,6.5,148502
"986",35,32,6.5,102,6.4,56395
"987",52,43,6.7,65,6.9,41162
"988",31,35,5.1,84,6.2,50986
"989",37,21,4.1,62,5.2,10454
"990",87,45,8,335,7.7,109586
"991",80,47,8.2,608,8,424790
"992",69,36,7.5,227,7.1,138562
"993",54,40,6.4,114,6.5,62257
"994",41,31,5.3,115,5.7,57687
"995",25,20,5.3,33,5.4,12937
"996",41,24,4.5,49,5.1,18703
"997",25,22,5.2,60,5.1,5459
"998",93,52,7.8,531,7.5,133533
"999",31,15,5.9,139,5.5,50755
"1000",57,36,6.3,131,6.6,45485
"1001",28,20,4,47,4.8,5708
"1002",51,26,5.5,18,6.4,3150
"1003",54,44,7.1,1470,6.9,575860
"1004",43,34,7.3,86,6.7,35885
"1005",71,8,8.3,386,7.8,343029
"1006",59,36,7.2,66,6.8,68144
"1007",53,31,7.2,166,7.6,124160
"1008",41,31,5.3,88,6.3,68944
"1009",60,32,5.7,62,7.1,25861
"1010",59,31,6.8,161,6.4,86762
"1011",25,25,3.4,17,5.2,2474
"1012",71,34,8.5,357,8,110597
"1013",NA,NA,NA,NA,7.2,25590
"1014",82,48,8.1,723,7.8,407409
"1015",61,40,6.3,435,6.3,163882
"1016",55,33,5.6,152,5.3,44423
"1017",11,9,3.4,50,3.5,1480
"1018",39,10,2.7,389,1.7,17553
"1019",38,27,4.2,98,5.9,21898
"1020",48,34,6.9,124,6.6,125310
"1021",64,38,7.1,115,6.4,43177
"1022",44,33,6.2,88,6.4,73435
"1023",46,32,8.2,714,7.6,368361
"1024",38,36,6.2,73,6.7,29490
"1025",54,29,6.6,231,6.5,87913
"1026",45,10,3.8,8,6.5,1668
"1027",51,39,6.6,559,6.6,218547
"1028",65,47,6.8,200,7.2,105901
"1029",78,47,7.7,387,7.3,187286
"1030",62,39,7.2,545,7.3,360113
"1031",59,30,5.8,23,6.7,14537
"1032",63,40,7.4,203,6.8,103297
"1033",49,33,7.8,308,6.7,221848
"1034",78,44,7.6,124,7,57526
"1035",39,33,5.1,244,5.8,107033
"1036",40,35,6.1,112,6.5,103513
"1037",48,42,5.7,294,5.3,94661
"1038",48,29,5.3,9,4.6,2005
"1039",66,41,6.9,350,6.5,224164
"1040",42,32,6.2,170,6.3,107054
"1041",62,44,6.5,2358,7.2,732656
"1042",55,47,7.5,3668,7,673135
"1043",65,41,7.7,710,7.3,310463
"1044",61,39,7,712,7.1,360293
"1045",44,42,6.1,524,6.3,196381
"1046",72,43,7.7,1617,7.7,456132
"1047",63,46,6.8,1241,7,584340
"1048",55,30,7,315,7.2,184864
"1049",60,37,6.5,296,6.6,158857
"1050",44,38,6.9,400,7,390566
"1051",55,45,7.2,841,7.2,460578
"1052",68,35,8.2,1136,7.5,424954
"1053",35,41,4.9,203,5.7,120749
"1054",19,28,3.2,361,5.4,135931
"1055",61,46,6.7,998,6.7,418892
"1056",41,31,5.2,305,5.8,170210
"1057",50,35,7,775,7.3,579347
"1058",30,37,5.4,544,5.8,285241
"1059",52,30,6.4,181,6.7,98047
"1060",81,45,8.6,1167,7.7,645637
"1061",65,48,7.5,1665,6.9,456985
"1062",67,41,7.1,790,6.6,375127
"1063",41,30,5.8,400,6.5,250373
"1064",62,40,7.4,211,7.5,81115
"1065",95,46,6.9,1198,7.4,263196
"1066",81,42,8.6,2302,8.4,1299188
"1067",61,47,7.7,1326,6.6,410803
"1068",39,32,3.8,175,5.7,41338
"1069",37,45,6.4,672,6.4,216367
"1070",54,41,7,1107,7,472860
"1071",40,30,6.7,269,6.6,149612
"1072",58,30,6.2,143,6.4,80368
"1073",63,41,7.4,783,7.6,299806
"1074",55,43,6.6,231,6.7,190321
"1075",58,40,8,2853,7.8,741309
"1076",52,43,5.9,287,6.4,201160
"1077",57,35,6.4,421,6.2,165332
"1078",34,33,5.7,85,6.7,101458
"1079",34,30,3.7,155,5.3,36455
"1080",28,41,4.4,562,5.3,194318
"1081",60,39,7,355,6.9,214983
"1082",51,37,6,223,6.2,128618
"1083",41,33,5.3,515,5.7,196148
"1084",70,53,8.6,1125,8.1,570911
"1085",33,41,3.9,623,4.8,187894
"1086",35,11,5.3,75,5.9,24114
"1087",23,25,5.7,351,6.1,190757
"1088",57,38,7.3,622,6.5,152605
"1089",47,38,6.6,233,6.6,155495
"1090",26,14,2.8,38,5,11280
"1091",51,23,6.5,168,6.7,108780
"1092",45,42,6.5,330,6.4,196062
"1093",86,44,7.5,765,7.3,238146
"1094",40,38,6.2,325,6.7,202396
"1095",68,20,8.8,879,8.1,831665
"1096",42,36,5.9,249,6.3,185519
"1097",55,5,7.7,86,7.5,28209
"1098",36,20,5,91,6,24413
"1099",51,34,6.1,117,6.4,81246
"1100",49,35,7.1,417,6.4,150672
"1101",20,16,5,174,5,42414
"1102",79,44,7.9,878,7.9,564607
"1103",53,34,6.1,357,5.9,130199
"1104",NA,NA,NA,NA,4.8,44063
"1105",25,27,4.7,293,5.6,114755
"1106",50,36,6.3,453,7,298735
"1107",53,18,6.6,35,6.8,8283
"1108",75,40,7.9,428,7.1,176088
"1109",11,16,2.7,392,3.5,63504
"1110",33,35,6.2,316,5.9,125315
"1111",49,27,4.2,190,4.2,23214
"1112",41,35,6.9,686,6.5,249070
"1113",59,39,5.8,210,6.2,123559
"1114",86,45,7.7,1029,7.7,558427
"1115",74,43,8.6,663,8.1,417233
"1116",35,28,4.8,208,5.9,108827
"1117",81,45,7.8,763,7,250267
"1118",34,21,5.5,115,5.8,70841
"1119",44,35,5.9,160,5.9,69584
"1120",28,32,4.5,68,5.6,46188
"1121",76,35,8.1,337,7.4,162948
"1122",34,27,4.5,20,5.1,8590
"1123",68,41,7.9,209,7.4,137106
"1124",68,42,8.5,572,7.3,238341
"1125",49,38,5.4,101,6.2,74200
"1126",52,40,6.1,148,6.1,82392
"1127",36,31,5.5,103,5.6,59714
"1128",66,32,7,261,6.5,84454
"1129",73,42,7.8,355,7.6,189846
"1130",64,36,6.1,42,6.8,18628
"1131",48,39,5.9,55,5.7,32815
"1132",42,29,6,134,6.2,110272
"1133",50,19,7.2,204,6.3,68278
"1134",44,35,5.1,191,5.9,91918
"1135",85,46,7.9,255,7.5,72005
"1136",55,34,8.6,506,7.8,285506
"1137",35,20,3.8,59,4,15528
"1138",50,29,6.5,76,5.7,34721
"1139",63,40,5.8,454,5.3,132650
"1140",79,35,8.7,610,8,786322
"1141",81,49,7.7,1775,7.7,615792
"1142",72,38,8.4,913,7.7,367341
"1143",58,37,7.4,290,7.3,152115
"1144",54,33,6.6,217,6.3,130795
"1145",39,24,8.7,260,6.5,62832
"1146",22,34,3.7,173,4.4,22854
"1147",48,34,5.7,103,5.7,46472
"1148",52,26,5.6,22,5.3,4586
"1149",29,21,3.1,32,5,8944
"1150",18,23,3.1,418,4.3,97200
"1151",94,41,8.3,520,7.9,133588
"1152",41,33,5.9,213,5.6,72791
"1153",32,30,4.2,62,5.7,34269
"1154",55,36,6,65,6.6,35726
"1155",82,42,8,241,7.1,140576
"1156",73,37,6.8,98,6.6,30348
"1157",52,31,4.8,450,5.5,224009
"1158",66,40,6.4,228,5.6,81216
"1159",50,39,6.1,45,6.2,21047
"1160",57,35,5.8,48,6.4,30820
"1161",51,16,5.6,28,6.8,7783
"1162",41,32,8,133,6.5,52018
"1163",49,42,6.2,70,6.2,37752
"1164",47,32,6.9,329,7.1,216044
"1165",76,40,7.3,395,7.3,316517
"1166",40,26,6.1,76,6.4,84044
"1167",31,33,4.3,185,5.4,71933
"1168",40,22,5.4,22,5.9,13248
"1169",45,35,5.6,357,6.3,283433
"1170",74,38,7.3,236,6.9,94414
"1171",66,33,7.3,320,7.2,268326
"1172",86,43,7.3,590,7.2,146861
"1173",67,36,8.7,639,8,445695
"1174",27,26,5.7,45,5.7,28167
"1175",55,45,8.3,1068,7.4,337496
"1176",68,37,7.7,353,7.6,221952
"1177",64,42,6.1,291,6.2,129700
"1178",49,29,5.8,279,6.6,185685
"1179",90,38,8.7,987,8.1,918227
"1180",45,27,6.2,34,7.2,30095
"1181",47,29,6.1,64,6.6,44177
"1182",40,22,4.6,234,4.6,60697
"1183",53,30,7.3,402,6.8,210745
"1184",69,37,7.2,787,7.1,360326
"1185",30,34,4.8,74,5.1,31722
"1186",84,44,8.2,1675,7.4,521541
"1187",72,33,8.4,427,7,91154
"1188",69,43,8,4040,8,1232519
"1189",78,45,8.2,4213,8.4,1463984
"1190",68,49,7,1913,7.2,823262
"1191",66,42,7,1834,6.9,546212
"1192",62,37,7,799,6.9,557874
"1193",60,26,6.7,309,6.8,156998
"1194",46,30,5.9,247,6.4,94778
"1195",58,38,6.9,597,6.8,326543
"1196",57,39,6.1,567,6.1,267092
"1197",69,41,8,1011,7.2,497854
"1198",64,43,6.5,2119,7,556391
"1199",52,36,6.7,287,6.7,199822
"1200",43,28,6.4,139,6.8,180040
"1201",72,38,6.1,281,6.1,128322
"1202",61,42,6.1,430,6.7,278380
"1203",41,27,5.7,131,5.8,89522
"1204",51,30,6,57,6.6,42673
"1205",73,47,7.9,923,7.4,445346
"1206",50,35,6,186,6.1,122272
"1207",51,28,7.1,501,6.6,286534
"1208",37,32,5.2,332,5.7,178161
"1209",55,42,5.9,462,6.2,240674
"1210",51,43,6.9,597,6.6,250193
"1211",40,34,6.6,160,6.5,65222
"1212",51,38,6,149,6.5,114455
"1213",42,15,5,34,4.9,9876
"1214",41,39,4.9,451,5.8,231642
"1215",46,34,5.3,148,5.6,82178
"1216",69,31,7.4,581,7,235816
"1217",65,39,6.5,100,6.3,39805
"1218",48,38,7.4,652,7.5,410335
"1219",39,17,6.3,253,6.4,142994
"1220",39,35,5.6,78,6.5,98696
"1221",58,41,6.4,500,6.4,264660
"1222",43,41,5.8,435,6.3,235658
"1223",75,35,8.5,1289,7.8,1011988
"1224",49,34,7.1,272,6.7,198535
"1225",31,36,6.1,191,6.3,172516
"1226",48,25,6,314,6.6,184596
"1227",62,40,6.4,325,6.4,170783
"1228",18,19,2.6,157,4.2,34416
"1229",71,41,8,776,7.8,407184
"1230",34,22,4.2,352,4.3,108175
"1231",64,35,7,451,6.8,235998
"1232",46,32,5.9,105,5.9,32736
"1233",45,26,8.6,315,5.9,55566
"1234",54,22,6.7,65,6.3,20995
"1235",95,22,8.6,238,8,407327
"1236",59,41,6.5,229,6.5,119002
"1237",62,35,7.4,123,7.2,88271
"1238",84,43,8.1,786,7.8,307589
"1239",24,19,3.8,141,4.3,30178
"1240",56,26,6,114,5,29381
"1241",84,43,7.7,482,7.3,228749
"1242",72,40,6.8,385,7.2,142779
"1243",51,36,6.1,1653,6.5,706190
"1244",39,17,5.1,472,5.4,129861
"1245",72,40,8.1,1131,7,361365
"1246",41,30,5.6,75,5.7,68208
"1247",89,41,8.2,583,7.9,225322
"1248",58,40,6.9,180,7.1,131406
"1249",47,42,5.9,181,5.9,72191
"1250",42,35,5.9,302,5.9,146639
"1251",58,38,7.9,376,7.3,222435
"1252",31,27,4.9,233,5.5,87825
"1253",58,40,6.6,92,6.8,58526
"1254",36,35,5.5,185,5.7,119115
"1255",43,22,5.1,84,6.4,52836
"1256",43,15,4.9,21,5.5,7269
"1257",68,40,7.8,603,7.3,211262
"1258",26,14,6.2,84,5,10257
"1259",31,19,5.3,141,5.6,69524
"1260",46,41,5.8,188,6.9,95949
"1261",73,31,7,141,6.7,43661
"1262",44,31,6.3,39,5.7,7778
"1263",54,41,6.1,212,6.4,100179
"1264",57,23,6.5,31,7.2,5776
"1265",62,38,6.2,129,6.2,90953
"1266",22,17,4.8,78,5.3,39724
"1267",57,24,6.6,304,5.8,13225
"1268",83,41,7.7,812,7.5,296751
"1269",54,28,6.3,28,5.7,5783
"1270",85,42,6.6,465,7.1,181831
"1271",66,36,6.8,200,6.5,107989
"1272",61,28,6.1,55,6.5,18285
"1273",80,28,8.1,260,7.6,75435
"1274",67,40,7.2,380,5.8,81525
"1275",40,32,6.3,149,6.6,142353
"1276",26,18,4.8,76,5.9,38570
"1277",NA,NA,NA,NA,5,62718
"1278",16,14,4.8,405,5,59006
"1279",53,34,6.5,135,5.6,71114
"1280",55,25,7.1,160,6.5,100428
"1281",54,38,6.2,115,6.3,82481
"1282",44,30,6.2,117,6.4,81194
"1283",51,19,5.7,126,5.4,59488
"1284",66,43,6.8,372,7.2,234172
"1285",48,32,7.8,313,6.1,92413
"1286",50,31,5.9,56,6.1,33802
"1287",60,30,8.8,1169,7.1,244056
"1288",49,30,7.9,117,5.2,21398
"1289",49,31,6.3,52,7.1,40736
"1290",36,15,5.6,72,5.9,41155
"1291",37,30,6.7,97,7,73008
"1292",22,30,4.7,101,5.7,79715
"1293",18,10,5.2,183,4.9,56734
"1294",37,25,5.7,38,5.4,13388
"1295",55,36,5.9,69,6.1,40398
"1296",59,36,7.1,179,6.7,105443
"1297",38,16,6.7,79,6.1,44274
"1298",75,37,7.8,381,7.1,85411
"1299",45,36,4.6,603,4.9,217048
"1300",65,38,7.8,191,7,81671
"1301",35,17,7.4,36,6.6,4428
"1302",42,34,6.9,17,6.4,6108
"1303",71,42,6.5,190,6.2,78022
"1304",18,13,3.8,59,4.1,18596
"1305",39,29,7.1,155,5.7,67153
"1306",73,31,8.2,349,7.6,185051
"1307",65,24,7.2,311,6.6,140146
"1308",22,10,3.8,49,4.9,34563
"1309",43,7,7.7,23,6.7,5910
"1310",26,11,5.7,45,5.4,6613
"1311",11,5,4.5,43,3.8,1934
"1312",50,25,5.4,96,5.9,40502
"1313",23,26,2.2,333,3.3,75603
"1314",NA,NA,NA,NA,NA,NA
"1315",NA,NA,NA,NA,NA,NA
"1316",59,39,6.8,286,6.2,130275
"1317",56,34,7.1,391,7.1,291232
"1318",32,11,7.3,113,2.1,14805
"1319",46,23,5.8,298,6,157815
"1320",59,42,6.5,223,6.5,119728
"1321",69,32,7.5,122,7.1,48634
"1322",87,42,8,635,7.6,347989
"1323",53,36,6.3,401,6.7,360278
"1324",42,10,7.6,69,7,18582
"1325",81,40,8,664,7.7,374228
"1326",64,31,6.8,64,6.9,21802
"1327",78,43,8.2,1545,7.8,551741
"1328",62,41,7.9,477,8.1,412062
"1329",61,29,7,163,6.3,64184
"1330",58,35,6.1,75,5.9,45076
"1331",67,43,7.1,303,7.1,211485
"1332",59,25,6,290,5.8,88299
"1333",88,30,8.8,756,8.5,905371
"1334",85,41,8.2,1729,8.1,733672
"1335",42,37,5.7,1118,6.2,377572
"1336",44,40,5.7,666,6.4,452118
"1337",45,39,6.3,757,6.6,468105
"1338",66,41,7.4,632,7.3,344152
"1339",57,38,5.7,527,6.1,152335
"1340",57,40,7,1771,7,723800
"1341",68,39,7.8,971,7.6,487384
"1342",66,43,7.3,1712,6.9,715334
"1343",75,39,7.1,547,6.8,260534
"1344",67,31,7.7,496,7.2,244000
"1345",65,38,7.8,1295,7.7,632335
"1346",63,29,7.6,397,6.9,200466
"1347",30,22,4.4,248,5.4,81261
"1348",72,41,7.3,835,7,331744
"1349",75,35,7.6,676,7.2,228281
"1350",88,41,8.3,830,8,622478
"1351",57,40,7.5,551,6.9,412650
"1352",39,39,5.8,841,5.5,261249
"1353",41,23,4.9,82,5.4,30477
"1354",NA,NA,NA,NA,NA,NA
"1355",80,41,7.8,707,7.6,300249
"1356",47,38,5.3,300,5.6,188414
"1357",50,41,5.9,445,6,203216
"1358",53,28,5.7,134,5.9,51204
"1359",39,39,7,564,5.8,152862
"1360",68,40,7.5,398,7.4,457926
"1361",37,35,5.8,589,5.7,171548
"1362",30,29,4.5,128,5.2,55258
"1363",59,37,7.3,467,7.4,514831
"1364",70,38,7,521,6.7,268052
"1365",52,22,2.1,509,1.6,75053
"1366",50,36,5.5,168,6.2,207375
"1367",53,30,6,127,6,85096
"1368",79,42,8.1,1177,8,679870
"1369",27,32,6.8,380,5.5,103628
"1370",56,38,6.6,327,6.8,243026
"1371",60,41,7.1,454,7,236914
"1372",52,35,6.9,199,6.9,108907
"1373",63,31,7.4,194,7.3,206281
"1374",63,37,6.7,312,6.5,331057
"1375",36,30,6,333,6.1,223805
"1376",74,41,7.7,748,7.5,472527
"1377",79,41,8.1,468,7.8,330768
"1378",49,40,7.2,858,6.8,306793
"1379",52,30,7.3,536,6.8,268584
"1380",45,15,4.8,34,4.7,7312
"1381",51,23,7,84,6.5,24891
"1382",46,32,5.7,145,5.3,50827
"1383",45,36,5.5,183,5.8,117512
"1384",53,27,7.1,83,7,44148
"1385",35,23,4.6,100,4.6,19819
"1386",50,24,6.6,214,5.8,103444
"1387",65,40,7.7,437,6.8,185974
"1388",71,34,8.5,673,7.7,391345
"1389",36,30,5.3,51,5.9,56291
"1390",37,14,2.9,90,3.5,21794
"1391",52,32,6.5,440,6.1,123832
"1392",22,14,5.5,100,4.4,24825
