"","mc_critic_score","mc_critic_num","mc_audience_score","mc_audience_num","imdb_score","imdb_reviews"
"2066",35,11,5,36,4.8,12653
"2067",29,23,4.8,51,5.4,41838
"2068",21,18,3.1,60,3,17356
"2069",55,34,7.1,83,6.8,53404
"2070",36,24,8.4,161,6.8,67698
"2071",52,34,7.2,86,6.9,59971
"2072",74,38,7.1,52,6.6,26535
"2073",38,21,3.1,57,4.8,14572
"2074",68,37,7.5,523,7.8,282548
"2075",33,18,4.4,25,4.6,11124
"2076",17,15,4.7,32,3.6,10441
"2077",84,38,8.5,237,7.6,92210
"2078",48,26,7.4,36,6.8,19662
"2079",16,16,3.1,157,3.6,25616
"2080",23,24,4.9,71,6,49642
"2081",70,37,8.4,43,6.7,15839
"2082",55,27,7.1,12,6.1,6049
"2083",62,29,5.1,99,6.1,32232
"2084",24,12,3.7,23,4,8482
"2085",37,12,5.2,51,5.4,33622
"2086",36,9,4.6,21,2.9,3550
"2087",49,29,6.6,20,5.9,19862
"2088",18,11,2.8,39,2.2,14464
"2089",54,28,7.4,93,6.7,13154
"2090",22,17,4.8,175,4.6,24247
"2091",70,32,7.5,99,7,41400
"2092",43,29,5.2,34,6.4,22051
"2093",73,33,8.7,161,7,55799
"2094",18,14,4.8,94,4.6,6748
"2095",37,15,3.5,70,5.9,30874
"2096",61,28,6.3,30,6.8,25596
"2097",33,16,5.3,20,5.5,16966
"2098",51,28,6.6,20,6.6,15792
"2099",49,16,8.5,26,7.3,17244
"2100",63,30,7.8,35,7.2,27262
"2101",55,28,7.5,15,6.7,19931
"2102",32,24,8.1,58,5.5,16577
"2103",52,25,8.2,18,6.1,3981
"2104",89,38,7.3,1164,7.3,343823
"2105",40,23,7.6,60,7.3,25977
"2106",24,17,4.7,83,4.7,22341
"2107",59,32,5.7,224,7,286445
"2108",74,28,7.6,204,6.6,108995
"2109",43,22,5.6,29,5.3,10162
"2110",52,28,7.6,45,6.8,9690
"2111",42,8,5.9,17,5.6,12278
"2112",34,14,6.2,5,5.8,3655
"2113",43,16,7.1,11,6.6,2366
"2114",25,18,4.3,39,5.8,2835
"2115",33,11,6.2,17,4.6,12792
"2116",25,6,5.2,11,2.9,2225
"2117",32,17,4.4,68,4.7,31403
"2118",32,17,7.8,43,5.3,10416
"2119",30,5,5.3,13,3.7,653
"2120",49,18,6.2,115,6.1,83679
"2121",66,36,8.9,1231,8.5,1137640
"2122",80,36,7.5,654,7.8,427347
"2123",28,22,6.1,43,5,21888
"2124",67,35,8.7,354,7.5,213873
"2125",51,36,8,531,7.2,223409
"2126",54,31,6.3,106,7,40618
"2127",68,33,6,53,6.3,13510
"2128",57,21,6.4,33,6.1,7236
"2129",68,37,8.7,548,7.6,348105
"2130",36,26,8.6,173,5.4,35269
"2131",45,14,5.8,63,4.7,31793
"2132",53,29,7.8,131,6.9,85669
"2133",21,14,4,28,4.9,21945
"2134",47,33,6.5,93,7,85965
"2135",55,29,7.1,180,6.8,99640
"2136",NA,NA,NA,NA,NA,NA
"2137",30,18,6.1,169,5.8,66371
"2138",53,37,7.2,929,7.3,638778
"2139",73,39,7.4,640,7.1,353135
"2140",58,38,6,854,6.7,471894
"2141",46,40,6,573,6.6,389269
"2142",72,40,6.6,1293,6,266816
"2143",58,29,7.4,290,6.8,248481
"2144",67,31,8.1,262,6.7,154919
"2145",66,33,6.5,315,6.6,162403
"2146",45,35,6.6,330,6.4,297268
"2147",66,42,7.8,593,6.9,320727
"2148",62,40,7.5,302,6.9,358058
"2149",45,37,7.4,224,5.8,121909
"2150",40,23,5.8,228,5.1,111093
"2151",47,31,5.6,74,5.6,71223
"2152",76,39,7.4,305,7.6,326640
"2153",75,39,5.9,751,6.9,355558
"2154",38,35,6.3,128,5.7,79441
"2155",64,31,7.7,96,7.3,59331
"2156",48,16,6.8,375,6.2,173770
"2157",52,36,7,230,5.7,79309
"2158",46,29,8.5,224,5.6,76914
"2159",68,32,8.3,297,6.6,96179
"2160",66,23,7.3,150,7,64938
"2161",42,24,5.5,101,5.5,26708
"2162",33,28,5.3,85,5.5,55093
"2163",87,41,8.3,1440,7.7,313747
"2164",62,39,7.5,1119,8.2,997637
"2165",66,40,5.5,156,5.9,76245
"2166",34,20,5.3,68,4.7,39640
"2167",48,23,7.3,134,6.5,108186
"2168",65,37,5.5,297,6,107267
"2169",45,18,6.5,51,5.2,10390
"2170",45,32,6.4,296,6,233224
"2171",36,21,8.7,596,6.7,186033
"2172",43,25,5.3,36,4.4,17852
"2173",50,36,5.9,140,5.7,95751
"2174",25,17,5.5,133,5.5,47229
"2175",81,39,7.4,1492,7.2,381372
"2176",26,22,5,102,4.4,48953
"2177",62,28,7.1,51,6.5,15080
"2178",63,28,7.6,81,7.1,63990
"2179",47,33,5.4,137,6.2,130939
"2180",43,34,6.6,138,5.5,55225
"2181",41,28,6.1,243,5.8,127012
"2182",52,34,8,316,6.8,135691
"2183",45,29,6.7,139,6.4,54928
"2184",45,38,7.2,93,5.8,55285
"2185",11,18,2.8,236,2.8,56268
"2186",27,20,5.2,127,5.1,42008
"2187",55,21,3.6,706,5.9,165300
"2188",59,30,6.2,83,6.5,65321
"2189",31,21,7.9,985,6.5,209484
"2190",58,33,7.8,47,7.2,41848
"2191",36,36,6.3,434,5.5,93201
"2192",52,28,6.2,197,6.4,154726
"2193",41,27,5.8,77,5.8,77872
"2194",33,16,5.5,97,5.1,46302
"2195",52,25,7.7,61,6.9,51436
"2196",52,27,6.9,39,6.4,27486
"2197",47,24,4.9,107,5.3,23392
"2198",39,30,5.1,68,6.2,31323
"2199",63,34,7.9,241,6.6,124586
"2200",34,24,4.3,86,5.5,53010
"2201",47,27,8.3,181,6.4,120442
"2202",49,32,6.3,48,6.1,46983
"2203",74,39,8,485,7.5,206195
"2204",55,30,6.4,33,6.6,24377
"2205",58,31,7.4,432,5.4,129448
"2206",45,28,6.5,104,6.3,142337
"2207",79,39,7.1,203,7.1,115022
"2208",54,38,6.8,189,7.4,135494
"2209",90,40,7.6,401,7.5,96220
"2210",72,39,8.3,360,7.8,227066
"2211",36,24,5.2,66,5.5,43652
"2212",37,20,5.5,85,5,37516
"2213",59,26,5.5,67,5.8,36038
"2214",57,19,4.6,341,6.9,229443
"2215",53,25,7.2,44,6.4,25902
"2216",71,30,8.7,623,7.2,194719
"2217",71,36,7.6,177,7.6,210242
"2218",70,24,8.3,78,7.6,71607
"2219",65,29,7.4,180,7.3,128213
"2220",36,19,2.2,193,3.7,62811
"2221",19,16,6,149,5.3,45796
"2222",24,17,6.2,153,5.1,29516
"2223",49,35,2.8,195,5.6,70230
"2224",50,28,8.7,269,5.1,60653
"2225",53,36,8.7,399,7.7,295301
"2226",35,29,3.9,82,5.5,51840
"2227",37,22,7.5,25,5.9,9195
"2228",63,25,7.4,40,6.1,10509
"2229",75,38,6.5,121,6.7,21540
"2230",27,18,8.5,532,4.8,27675
"2231",46,25,6.5,79,6.3,62849
"2232",72,30,7.9,84,7.3,17956
"2233",56,35,5.3,149,6.3,58895
"2234",51,27,7.8,87,5.3,36955
"2235",18,19,3,279,4.4,78328
"2236",46,29,5.9,42,5.8,34636
"2237",44,28,8,77,5.9,28509
"2238",29,26,6.4,44,5.4,52545
"2239",37,28,4.9,43,5.9,20026
"2240",88,40,7.8,254,7.3,122078
"2241",81,38,7.9,1097,7.7,522824
"2242",38,18,4.9,59,5.1,24299
"2243",65,37,5.7,352,6.4,97428
"2244",21,14,2.8,35,3.3,10346
"2245",17,14,6.1,109,5.1,25271
"2246",49,30,7.9,52,6.8,49828
"2247",76,40,7.7,381,6.9,123722
"2248",51,20,5.4,39,5.7,7728
"2249",62,33,5.8,62,6.5,32264
"2250",38,8,8,65,6.1,6605
"2251",68,38,5.6,66,5.7,26219
"2252",47,22,6.9,70,6.5,40543
"2253",56,23,4.9,25,5.3,5021
"2254",69,38,6.8,215,6.7,81236
"2255",55,31,7.9,47,6.2,5104
"2256",65,36,8.7,179,6.7,43344
"2257",43,35,5.1,45,5.1,15144
"2258",52,22,8.3,49,7.1,34499
"2259",26,14,4.4,56,4.4,18370
"2260",45,18,8,38,6.8,4827
"2261",84,30,7.4,54,7.2,8688
"2262",57,27,5.2,63,6.4,40416
"2263",64,28,7.3,18,6.7,12330
"2264",17,12,4.3,49,4,21276
"2265",57,36,6.6,98,6.5,50994
"2266",52,37,7.7,167,6.3,39809
"2267",66,37,7.8,73,7.4,39758
"2268",46,26,6.2,34,5.5,7732
"2269",80,41,7.3,182,7.4,92515
"2270",51,31,5.1,33,5.9,14448
"2271",69,27,5.5,208,6.4,72111
"2272",38,16,8,110,4.7,11337
"2273",23,14,3.8,53,2.8,4509
"2274",37,37,5.5,58,6.2,23231
"2275",45,37,4.5,52,5.4,24036
"2276",36,16,7.1,36,3.2,8631
"2277",30,19,2,11,2.1,8897
"2278",41,30,8.7,363,7.4,95750
"2279",33,15,7.3,138,7,76022
"2280",26,33,2.9,130,4.3,36541
"2281",54,26,5.9,129,6.2,65900
"2282",82,37,8.7,548,7.8,243631
"2283",44,30,7,51,6.3,34208
"2284",27,13,6,47,6,22672
"2285",62,32,6.6,25,6.7,9886
"2286",53,19,7.3,49,6.7,59178
"2287",48,32,5.3,192,5.7,83244
"2288",56,24,7.6,73,6.9,61918
"2289",54,30,6.2,37,6.3,16430
"2290",38,25,4.3,56,5.5,26110
"2291",18,13,7.6,465,2.9,33649
"2292",47,28,6.6,79,6.2,102803
"2293",67,30,6.7,131,6.2,89600
"2294",66,36,8.6,655,7.8,412440
"2295",47,33,4.9,95,6,90390
"2296",36,23,5.6,226,5.5,122010
"2297",53,33,5.7,122,6.3,148942
"2298",40,34,5.5,94,6.6,69724
"2299",81,37,7.4,857,7.4,218460
"2300",45,28,5.8,53,5.9,72252
"2301",58,40,7.1,261,7,171007
"2302",45,33,5.2,128,5.4,43036
"2303",59,28,6.5,43,6.8,11811
"2304",87,38,8.2,288,7.4,121812
"2305",68,39,7.6,84,7.3,38601
"2306",53,35,7.3,190,6.9,47875
"2307",60,36,6.8,56,6.4,58285
"2308",40,28,7,398,6.6,227048
"2309",27,16,2.2,96,3.7,34345
"2310",59,27,6.3,12,6.1,6519
"2311",68,40,7.7,2002,7.5,687400
"2312",73,40,7.4,1143,6.5,404996
"2313",64,39,8.8,598,6.9,325262
"2314",72,40,6.7,529,6.6,411517
"2315",70,41,8.6,2329,8.2,1263325
"2316",57,36,6.8,295,6.9,353736
"2317",55,41,8.4,674,6.5,438191
"2318",58,36,8.2,230,6.6,289456
"2319",48,35,7.5,144,6.4,157825
"2320",40,35,5.8,681,5.7,305798
"2321",41,34,7,234,6.3,246712
"2322",64,33,7.6,172,6.3,128803
"2323",30,27,5.6,76,5.6,85147
"2324",73,35,8,475,7.1,382032
"2325",86,39,7.5,559,8.1,615976
"2326",31,38,6.7,50,5.6,54954
"2327",27,28,4.2,84,4.7,28498
"2328",33,36,4.9,69,5.1,74350
"2329",77,41,8.6,474,7.5,323795
"2330",79,39,7.8,97,7.5,54910
"2331",44,37,3.3,162,5.4,89555
"2332",50,41,8.7,597,7,294931
"2333",46,32,6.6,147,6.7,115817
"2334",49,31,6.2,107,6.8,130590
"2335",74,40,8.8,960,8,730217
"2336",62,41,7.4,93,6.4,95487
"2337",49,35,8.8,107,5.9,39410
"2338",41,33,7.9,136,6,89782
"2339",57,36,7.8,76,7.3,121153
"2340",47,31,4.7,99,4.8,43981
"2341",33,31,7.9,220,6,102817
"2342",62,29,8.1,164,6.2,76207
"2343",34,39,5.5,91,4.8,67451
"2344",69,40,8.9,312,8,172146
"2345",71,36,8.7,491,6.4,109959
"2346",30,32,5.5,41,5.5,46440
"2347",37,38,7.6,94,5.6,66270
"2348",83,35,7.9,505,7.3,234823
"2349",45,33,8.6,206,5.6,35215
"2350",35,34,8.8,261,6,80015
"2351",63,37,6.5,234,6.8,182984
"2352",94,42,7.1,521,7.5,175536
"2353",36,30,7.1,44,5.7,13337
"2354",43,26,6.1,36,5.2,15527
"2355",34,33,4.9,46,5.1,67507
"2356",47,31,8.7,176,6.7,96870
"2357",47,32,9.1,368,6.5,103641
"2358",63,40,8.1,318,7.2,260319
"2359",32,19,4.7,169,4.2,29199
"2360",66,40,9.2,177,6.4,52955
"2361",46,36,5.3,27,5.9,30056
"2362",56,29,3.8,349,6.3,187279
"2363",56,37,6.5,40,6.2,41500
"2364",38,31,4.5,147,3.5,30088
"2365",66,34,7.5,36,6.5,52640
"2366",40,39,8.8,361,7.3,113719
"2367",51,36,7.3,193,5.9,114051
"2368",53,28,5.6,15,5.5,15877
"2369",50,38,8.7,683,6.8,295596
"2370",44,33,8.9,246,6.6,105001
"2371",62,37,6.9,211,6.8,191478
"2372",82,39,7,279,7.4,129488
"2373",65,35,6.4,42,5.8,19929
"2374",54,27,7.1,31,6.3,10161
"2375",35,31,5.9,53,5.1,51003
"2376",41,36,7.6,483,5.3,112638
"2377",32,34,5.8,25,6.2,47096
"2378",34,28,5.6,274,5.2,104180
"2379",67,38,7.8,157,7.7,195232
"2380",37,31,6.1,196,4.4,66062
"2381",45,37,6.1,152,6.4,66185
"2382",74,34,8.3,786,7.8,278026
"2383",52,35,8.7,203,5.6,58685
"2384",58,39,6.9,295,6.5,347780
"2385",58,31,8.8,200,7,96929
"2386",34,35,4.4,136,4.7,85433
"2387",55,27,6.7,29,6,24111
"2388",62,31,8.7,451,7.6,287614
"2389",79,40,8.9,233,8.1,326286
"2390",50,29,2.2,101,6.3,42447
"2391",39,35,6.9,220,6.8,296804
"2392",58,32,6.4,56,6.2,39082
"2393",23,25,2.6,186,4.7,47531
"2394",68,37,8.9,128,7.3,37930
"2395",39,26,6.4,16,4.3,11027
"2396",48,31,7.2,49,6.6,66263
"2397",71,30,5.8,239,6.2,89790
"2398",54,39,8,132,6.3,72341
"2399",35,20,6,21,5.4,22359
"2400",45,27,5.3,42,5.5,20368
"2401",31,21,8.7,238,5,29839
"2402",63,36,9,63,6.8,20879
"2403",64,23,6.9,23,6.4,6174
"2404",78,38,8.7,265,7.7,122935
"2405",53,32,6.9,102,6.8,90670
"2406",20,26,5.8,267,2.2,51145
"2407",36,25,5.9,20,5.2,12191
"2408",27,29,5.2,41,5.5,27729
"2409",48,36,8.4,116,6.4,76662
"2410",30,26,6.1,98,6.8,86896
"2411",46,14,5.8,9,4.9,1982
"2412",55,28,8.1,27,7.4,27145
"2413",30,24,6.3,68,5.1,34436
"2414",31,27,3.5,28,3.3,6935
"2415",62,38,7.8,215,7.3,173915
"2416",90,41,8.8,1143,8,636515
"2417",61,37,8.6,180,6.5,76320
"2418",56,35,7.8,56,7.1,50985
"2419",61,36,6.9,222,6.6,166353
"2420",31,15,2,51,2.8,7907
"2421",36,36,5.1,76,5.9,63750
"2422",48,29,7.9,41,6.7,20933
"2423",39,14,8.6,157,5.8,25585
"2424",15,16,8.2,299,5.5,18522
"2425",62,32,8.7,167,6.3,22879
"2426",49,32,7.3,66,7,28302
"2427",33,27,8.7,50,5.6,24472
"2428",65,42,8.7,440,7.2,198104
"2429",89,37,9.1,428,7.5,105718
"2430",47,28,8.1,59,6.1,50788
"2431",44,35,8.7,187,7.1,106660
"2432",19,25,2.1,37,4.3,5366
"2433",38,30,2.7,265,5.9,162098
"2434",9,25,1.6,229,2.4,41201
"2435",33,30,8.1,93,6.4,56782
"2436",66,32,8.3,271,7.1,75745
"2437",73,40,9,185,7.7,134454
"2438",11,13,1.4,109,4.4,3565
"2439",42,30,6.6,77,6.8,65705
"2440",41,29,8.5,211,6.8,72720
"2441",26,22,4.6,14,4.3,4322
"2442",65,36,7.3,55,6.8,30360
"2443",24,26,3.6,41,4.2,18541
"2444",22,33,7.6,173,5.4,40740
"2445",NA,NA,NA,NA,NA,NA
"2446",29,22,4.5,21,4.3,2731
"2447",47,33,6.7,26,6.1,42439
"2448",47,32,7.8,48,6.5,54053
"2449",38,12,7.9,20,5.7,2587
"2450",47,44,6.7,462,7.2,210983
"2451",44,37,7.2,76,6,102216
"2452",39,42,5.3,159,5.6,159413
"2453",48,36,6.6,239,6,162304
"2454",27,27,4.8,44,4.5,39235
"2455",38,32,7.9,66,6.3,43776
"2456",55,40,6.7,100,6.6,61487
"2457",64,36,7.6,373,6.9,192965
"2458",29,27,8.9,152,5.9,43364
"2459",64,38,7.5,193,7.2,156274
"2460",67,37,8.7,287,7.4,204424
"2461",49,35,7.6,56,6.2,49742
"2462",75,40,8.7,611,7.2,405716
"2463",83,41,8.6,1490,7.3,527239
"2464",47,44,6.7,462,7.2,210983
"2465",82,40,8.3,923,7.9,525047
"2466",47,38,6.7,265,6.4,404870
"2467",73,39,8.9,621,7.7,423450
"2468",59,38,8.2,411,7.1,486651
"2469",56,43,8.7,612,7.2,475209
"2470",94,41,9.1,2777,8.9,1586692
"2471",48,38,6.5,214,6.8,317442
"2472",35,38,6.1,236,6.1,238629
"2473",67,43,6.2,226,7.5,124828
"2474",55,34,4.7,193,6.7,223315
"2475",44,40,6.7,328,6.5,236601
"2476",49,32,3.4,255,5.9,136398
"2477",71,41,8.7,430,7.5,348731
"2478",43,31,5.7,41,5.8,71570
"2479",55,40,8.9,274,6.1,135688
"2480",44,35,6.6,115,6,123162
"2481",66,39,8.1,357,7,319845
"2482",63,38,7.9,457,7.2,321503
"2483",34,28,5.5,115,5,47200
"2484",46,30,7.1,101,5.9,91102
"2485",53,34,8.7,442,7.8,501518
"2486",29,21,5.5,326,5.6,180285
"2487",47,36,8.8,347,7.7,320771
"2488",55,41,8.3,330,7.4,390589
"2489",27,31,5.2,119,5,76736
"2490",41,31,6.4,150,5.6,126069
"2491",73,41,5.6,165,7.2,136830
"2492",54,36,7.6,51,6.7,75900
"2493",43,34,6.9,281,5.8,63004
"2494",83,41,8.3,763,8,660211
"2495",76,41,7.8,99,6.6,100759
"2496",59,34,6.1,13,5.7,13932
"2497",68,36,7.6,41,7.5,46196
"2498",58,42,8.6,390,8,404628
"2499",70,35,7.6,63,7.2,57270
"2500",72,37,8.5,589,6.8,300760
"2501",66,40,6.2,49,6.7,108783
"2502",42,40,3.3,80,5.3,58870
"2503",59,37,8.6,508,7.3,228636
"2504",30,35,8.4,479,7.6,440310
"2505",38,34,7.7,243,6.7,210645
"2506",57,35,8,217,6.2,159816
"2507",46,32,8.2,714,7.6,368361
"2508",85,42,9.1,469,7.9,170898
"2509",46,41,7.7,166,6.3,156651
"2510",25,30,6.6,130,5.9,78610
"2511",35,26,6.2,309,6.2,182112
"2512",50,30,5.7,66,5.3,19360
"2513",46,34,5.2,130,6.6,177014
"2514",44,31,7.2,70,6.3,68938
"2515",30,22,5.2,45,5.2,32694
"2516",37,24,6.4,62,3.9,25593
"2517",27,35,2.6,291,3.4,107808
"2518",56,40,6.2,70,6.2,97073
"2519",64,36,7.7,159,6,80537
"2520",38,34,6.3,30,6,34855
"2521",84,42,7.1,407,7.9,407279
"2522",89,41,8.9,1017,8.3,877693
"2523",74,40,7.2,121,7.3,131196
"2524",33,36,8.8,592,6.4,146784
"2525",38,35,2.2,139,6.3,78201
"2526",40,28,5,56,4.7,28021
"2527",60,29,8.2,107,6.5,90864
"2528",55,43,7.8,321,7.7,387580
"2529",29,24,8.1,7,4.5,7093
"2530",63,38,5.5,83,5.7,49906
"2531",60,30,7.3,16,6.9,22630
"2532",33,23,6.3,36,4.6,26818
"2533",43,34,8.2,205,6.3,100738
"2534",47,31,8.7,23,5.9,36701
"2535",64,33,7.6,103,6.8,64607
"2536",43,35,6.7,48,6.2,62159
"2537",45,40,6.9,39,6.5,75543
"2538",26,34,1.9,56,5.3,19848
"2539",49,33,5.8,60,5.9,82426
"2540",32,25,4.5,42,4.6,13681
"2541",53,30,8,103,6.3,59912
"2542",47,38,6.3,19,6,19231
"2543",57,27,8.6,30,5.5,13640
"2544",41,29,8.3,91,4.1,26600
"2545",36,33,9,54,5.3,17039
"2546",15,18,5.4,96,5,7777
"2547",63,27,8.7,33,7.1,14106
"2548",64,29,8.8,304,7.1,178161
"2549",38,36,5.8,25,5.9,21632
"2550",45,30,8.1,152,6.6,189529
"2551",23,15,4.6,11,4.6,3448
"2552",46,17,3.5,113,4.8,37306
"2553",52,35,8.7,100,5.6,26081
"2554",59,35,8.4,68,6.3,58378
"2555",33,27,5.4,22,5.2,9431
"2556",24,27,3,71,5.5,53047
"2557",53,41,5.8,19,6.2,20608
"2558",38,18,2,27,5.8,14411
"2559",47,32,8.6,182,6.7,196744
"2560",33,36,3.4,14,5.2,11996
"2561",24,32,6.1,50,4.8,24505
"2562",33,26,8.9,136,4.5,21225
"2563",39,32,8.7,36,6,26106
"2564",33,32,5.2,19,5,21209
"2565",89,44,7.5,726,7.7,396494
"2566",31,30,2.1,45,4.8,29409
"2567",76,34,8.7,760,7.9,497208
"2568",40,34,8.5,145,7,51847
"2569",81,42,6.4,258,7.4,196282
"2570",46,26,NA,NA,5.7,5776
"2571",46,32,5.3,10,6.1,35420
"2572",15,14,5,12,3.7,2710
"2573",19,29,8.2,53,5.4,21822
"2574",33,24,6,61,5.9,26331
"2575",35,28,5.7,21,5.7,23181
"2576",33,29,3.8,15,5.4,15009
"2577",9,19,2,101,1.9,29448
"2578",31,24,6.5,15,5.1,20535
"2579",34,34,5.7,35,5,40542
